agent_id,agent_name,action_type,reason_codes_json,novelty_score,candidate_theme_key,message_id,decided_at
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",83,credit_stress,,2026-04-22T16:00:25.144Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,metals_growth,3c5445ad-0438-4fe4-add3-189b823d23e0,2026-04-22T16:00:07.275Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",45,ai_concentration,c092bcec-813e-4cb3-9a4b-ff813282e932,2026-04-22T15:59:53.340Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,carry_em_fx,0d59cdd6-5f79-4713-938c-d28f93648038,2026-04-22T15:59:40.098Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""stance_lock_challenge""]",81,curve_shape,b9e422dc-010f-46e4-841b-5f255e7b0e77,2026-04-22T15:59:26.447Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",89,ai_concentration,,2026-04-22T15:59:26.119Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",78,growth_softness_vs_multiple_risk,a021e538-ccaf-4c74-9d82-4789683948dd,2026-04-22T15:58:53.460Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",78,growth_softness_vs_multiple_risk,,2026-04-22T15:58:53.170Z
equities-agent,Equities Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""repeated_catalyst_no_delta""]",81,growth_softness_vs_multiple_risk,,2026-04-22T15:58:52.877Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",78,growth_softness_vs_multiple_risk,,2026-04-22T15:58:52.575Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",78,growth_softness_vs_multiple_risk,109bc9dd-62ee-4b69-b7cc-a96062667449,2026-04-22T15:58:30.120Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",77,growth_softness_vs_multiple_risk,b54ff5e3-94a1-48b9-a946-65de0a3fab37,2026-04-22T15:57:58.745Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",83,credit_stress,,2026-04-22T15:57:05.638Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",83,metals_growth,,2026-04-22T15:57:05.321Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",86,ai_concentration,a9a1f772-dd24-40a1-a1b7-61f492684fe9,2026-04-22T15:56:50.273Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,banks_small_caps,b5c16adf-bc62-41bd-af85-0a7d9df248d9,2026-04-22T15:56:31.639Z
rates-agent,Rates Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""unresolved_thesis_nudge"",""run_catalyst_claimed""]",67,oil_structure,,2026-04-22T15:56:31.324Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""overcovered_topic_penalty"",""stance_lock_challenge""]",81,inflation_regime,18349eec-b57a-4c20-8ec8-528859dca318,2026-04-22T15:56:18.144Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,credit_and_risk_sensitivity,147cd0e0-72e8-45ff-be8c-b36a9405cff7,2026-04-22T15:01:18.333Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,oil_geopolitics_and_inflation_pass_through,d4a4f153-6bff-4c68-bfec-4556b2c7f9d4,2026-04-22T15:01:04.349Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",87,oil_geopolitics_and_inflation_pass_through,fd3291eb-fd2a-4f80-99aa-eb1b263a23b6,2026-04-22T15:00:51.723Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,oil_geopolitics_and_inflation_pass_through,1240c72f-78e3-4f87-831d-a6345386dc7b,2026-04-22T15:00:40.947Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",90,growth_softness_vs_multiple_risk,,2026-04-22T15:00:39.978Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""stance_lock_challenge""]",89,growth_softness_vs_multiple_risk,f4641efc-e5a6-43fa-8e18-8995a062ced5,2026-04-22T15:00:25.125Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,4a47d701-8fe2-4810-a217-7ff36abcb5e7,2026-04-22T14:16:32.554Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",82,growth_softness_vs_multiple_risk,3bd5e543-76d1-4be6-9ff7-572c55fce1fe,2026-04-22T14:16:19.358Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,growth_softness_vs_multiple_risk,ade1f056-2f31-4317-af60-26c88169f3ed,2026-04-22T14:16:07.328Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",82,growth_softness_vs_multiple_risk,,2026-04-22T14:16:07.037Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",79,rates_repricing_and_duration_pressure,a2db730d-548f-4223-9f6c-b1f7f994391f,2026-04-22T14:15:57.098Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,140bd825-3e50-48b4-8c39-859cab98e5f3,2026-04-22T14:15:52.842Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,e07117a4-6f9d-4cf7-b68e-568d206f917e,2026-04-22T14:15:45.482Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",80,growth_softness_vs_multiple_risk,ccc0dfd0-a431-484c-b23a-8c38433b6a0a,2026-04-22T14:15:42.837Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-04-22T14:15:34.966Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""repeated_catalyst_no_delta""]",80,growth_softness_vs_multiple_risk,,2026-04-22T14:15:34.676Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,d984bc76-3652-42fe-a416-fb096c355ba9,2026-04-22T14:15:32.153Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",82,growth_softness_vs_multiple_risk,,2026-04-22T14:15:31.879Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,b0009b77-301d-4cb0-b3eb-85d398766b4e,2026-04-22T14:15:24.917Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",82,growth_softness_vs_multiple_risk,,2026-04-22T14:15:24.615Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",79,rates_repricing_and_duration_pressure,a1e5f19c-f206-4e5d-a2ff-bf9f10c02b9e,2026-04-22T14:15:18.092Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",79,rates_repricing_and_duration_pressure,5897bccc-c624-41c9-81df-c4d66862d6c0,2026-04-22T14:15:10.812Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,81c3a74f-a6b4-4e3b-93fb-25c21fa9dd8c,2026-04-22T14:15:08.967Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,136b893b-f9a9-429d-9716-751599318c5d,2026-04-22T14:14:56.301Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,6effe9e7-5950-4f38-aba0-f683cba06898,2026-04-22T14:14:50.892Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,175d65aa-5ef2-4acf-a9f8-e8824dce434c,2026-04-22T14:14:41.698Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",90,growth_softness_vs_multiple_risk,,2026-04-22T14:14:41.376Z
fx-agent,FX Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",90,growth_softness_vs_multiple_risk,,2026-04-22T14:14:40.899Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-04-22T14:14:40.133Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",84,oil_geopolitics_and_inflation_pass_through,,2026-04-22T14:14:39.859Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""stance_lock_challenge""]",92,oil_geopolitics_and_inflation_pass_through,51cc6989-fc08-4844-9c0c-d3af87817b48,2026-04-22T14:14:24.434Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",84,oil_geopolitics_and_inflation_pass_through,,2026-04-22T14:14:24.085Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,23397486-b7ad-4015-9a1c-16df145bb1be,2026-04-22T14:14:20.494Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,49e19179-339b-447d-8ac6-02e5cbe4eb67,2026-04-22T14:14:13.069Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,c7098f2e-d536-4c71-af4a-311b63ea845d,2026-04-22T14:14:09.710Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,c4e3e269-39ef-4775-b475-aa01cd43bf80,2026-04-22T14:14:00.397Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",78,growth_softness_vs_multiple_risk,5ec90a59-dbcc-4323-b783-817a75b3007f,2026-04-22T14:13:37.783Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,oil_geopolitics_and_inflation_pass_through,1ae21ce9-6406-4bcd-8f39-4dc2873b1b49,2026-04-22T14:13:26.804Z
equities-agent,Equities Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""repeated_catalyst_no_delta""]",81,growth_softness_vs_multiple_risk,,2026-04-22T14:13:26.507Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,60ecaf05-000a-423d-82b2-f15159972d5f,2026-04-22T14:13:16.696Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,rates_repricing_and_duration_pressure,5acd8c2b-661b-4048-81ae-cd936d4d55c3,2026-04-22T14:13:04.947Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",76,growth_softness_vs_multiple_risk,40cb2b26-a37f-4448-8354-743e833ee652,2026-04-22T14:12:55.306Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,02000650-7311-40ad-8440-899f6e5befb5,2026-04-22T13:58:01.637Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-04-22T13:57:51.812Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-04-22T13:57:51.487Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",84,growth_softness_vs_multiple_risk,,2026-04-22T13:57:51.200Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",85,growth_softness_vs_multiple_risk,,2026-04-22T13:57:50.917Z
rates-agent,Rates Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-04-22T13:57:50.616Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,88809737-4d76-454a-8631-44697ebf7441,2026-04-22T13:57:50.444Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",84,growth_softness_vs_multiple_risk,,2026-04-22T13:57:50.122Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,growth_softness_vs_multiple_risk,05a7d3d0-1e11-468a-bddc-2f3779f7ea32,2026-04-22T13:57:39.898Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,growth_softness_vs_multiple_risk,,2026-04-22T13:57:39.603Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",81,growth_softness_vs_multiple_risk,fdf8707e-3957-4238-8ecc-8469b1c73d14,2026-04-22T13:57:34.146Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",81,growth_softness_vs_multiple_risk,e4f5a62d-dbbf-41c8-b158-2cec69c502df,2026-04-22T13:57:28.204Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,growth_softness_vs_multiple_risk,8b73986a-0a38-4d32-952e-bfb38585950b,2026-04-22T13:57:05.251Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,oil_geopolitics_and_inflation_pass_through,b351923c-3516-45ed-a9ea-d27cc5e22b5a,2026-04-22T13:56:46.247Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,8f14de47-d91f-4512-bdf3-b86eaba4f5da,2026-04-22T13:56:32.039Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",87,oil_geopolitics_and_inflation_pass_through,092c43bc-3165-4ff7-bb67-00c3dcfa043e,2026-04-22T13:56:19.761Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",83,growth_softness_vs_multiple_risk,,2026-04-22T13:56:19.434Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,e7485b10-bb42-4a3c-a406-7e673fb8c8f1,2026-04-22T13:55:59.469Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-22T13:37:22.759Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",83,cross_asset_tape,,2026-04-22T13:37:22.435Z
equities-agent,Equities Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""no_fresh_signal"",""domain_relevance_low"",""repeated_catalyst_no_delta""]",86,cross_asset_tape,,2026-04-22T13:37:22.154Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",87,cross_asset_tape,,2026-04-22T13:37:21.846Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",65,cross_asset_tape,,2026-04-22T13:37:21.555Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""no_fresh_signal"",""domain_relevance_low"",""stance_lock_challenge""]",84,cross_asset_tape,aab24c53-df47-448f-ba66-79a1f4c7408b,2026-04-22T13:37:10.265Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",83,cross_asset_tape,,2026-04-22T13:20:39.620Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,cross_asset_tape,d40f0e23-ea4c-476c-9163-098e1b3057ed,2026-04-22T13:20:25.521Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",86,cross_asset_tape,4f123dec-41e9-4ee3-bec0-59b94e5e5bc2,2026-04-22T13:20:14.095Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",86,cross_asset_tape,5613bb6f-ef06-4461-a70e-bea39894e620,2026-04-22T13:20:01.333Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,cross_asset_tape,,2026-04-22T13:20:01.054Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",83,cross_asset_tape,807afdd9-b4a5-4190-a23c-4ef83aa93432,2026-04-22T13:19:47.432Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",82,cross_asset_tape,,2026-04-22T13:18:38.446Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",82,cross_asset_tape,,2026-04-22T13:18:38.170Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,cross_asset_tape,8d23f655-45d4-4404-b090-f0a8b5ea8e0f,2026-04-22T13:18:27.001Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",85,cross_asset_tape,,2026-04-22T13:18:26.722Z
rates-agent,Rates Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",82,cross_asset_tape,,2026-04-22T13:18:26.442Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low"",""stance_lock_challenge""]",82,cross_asset_tape,4c047844-6cf7-4b5b-9668-fe282a9421c5,2026-04-22T13:18:14.367Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",72,cross_asset_tape,c9ab48da-40f1-4689-acdf-33cace155a34,2026-04-22T13:15:31.316Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",72,cross_asset_tape,9e484265-ac36-4806-ab81-7bfea7dbdcb7,2026-04-22T13:15:17.647Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",75,cross_asset_tape,3842c14d-5016-4622-a1a0-7f65dc4d908c,2026-04-22T13:15:02.533Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",75,cross_asset_tape,5ca23c5c-fa2e-4aa1-9221-45cbfd2c0bd3,2026-04-22T13:14:46.938Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",72,cross_asset_tape,8717cd73-5cb0-4597-b264-26bdd80160d7,2026-04-22T13:14:35.050Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",72,cross_asset_tape,43eb02ba-58cf-4ead-b15d-7872b55a4891,2026-04-22T13:14:16.169Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",72,cross_asset_tape,fefe9370-1d5d-48b0-bba8-80a205d89023,2026-04-22T13:02:15.625Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",72,cross_asset_tape,4ddb9cbd-99b9-45f9-94eb-16752eb3397d,2026-04-22T13:01:45.876Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",75,cross_asset_tape,cdedaa9a-3f99-446a-80d7-e51530a48004,2026-04-22T13:01:34.997Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",80,cross_asset_tape,ba93426e-6c05-474e-8b40-b0d655bb0bab,2026-04-22T13:01:21.527Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",72,cross_asset_tape,,2026-04-22T13:01:21.169Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",72,cross_asset_tape,fe134086-bb6a-47ad-b572-5a6a8aa47767,2026-04-22T13:01:05.263Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",80,crowding_positioning,,2026-04-22T12:01:46.604Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""repeated_catalyst_no_delta""]",48,gas_power,,2026-04-22T12:01:45.869Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,ai_concentration,9c5ad2c5-7564-4964-a398-db4d700e163f,2026-04-22T12:01:33.292Z
fx-agent,FX Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",58,dollar_path,,2026-04-22T12:01:32.793Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""rates_template_repetition""]",59,duration_pressure,,2026-04-22T12:01:32.295Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",83,consumer_demand,17483fb3-8519-41cd-89ce-eb038976c0e3,2026-04-22T12:01:15.167Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",72,cross_asset_tape,,2026-04-22T11:01:13.378Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",72,cross_asset_tape,ba4c27a1-f9c9-4db1-9dbd-fc9859a88655,2026-04-22T11:01:02.251Z
